code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,,,
208833,삼국지 관운장: 청룡언월도 : 네이버 영화,무협,액션,12세 관람가, 2022.02.10,,,관지빈,육수명,송 진,천하를 호령하던 삼국 최고의 명장 ‘관우’가<br/>오나라의 침략에 의해 죽음을 맞이하고,<br/>그의 청룡언월도마저 오나라 장수 ‘반장’의 손에 들어간다.<br/><br/>이 모든 것을 눈앞에서 지켜본 ‘관우’의 아들 ‘관흥’은<br/>오나라에 대한 피맺힌 원한을 품게 되고,<br/>촉나라 황제 ‘유비’가 이끄는 이릉대전을 앞두고 <br/>복수의 칼날을 갈기 시작하는데….<br/><br/>삼국지 제일 명장의 비기를 찾아<br/>가장 거대한 운명의 전투를 만나라!,,,,,,,,,,
208846,서바이벌리스트 : 네이버 영화,액션,스릴러,15세 관람가, 2022.02.24,2.6,15,조나단 리스 마이어스,존 말코비치,제나 리 그린,전 세계 문명이 파괴된 코로나 팬데믹 1년 6개월 후.<br/><br/>가족을 지키지 못한 죄책감에 사로잡힌 전직 FBI 요원 ‘벤’은<br/>스스로를 고립시킨 채 가족농장을 요새 삼아 홀로 살아남았다.<br/><br/>한편, 난민 수용소에서 유일하게 살아남아 탈출한 생존자 ‘사라’를 <br/>바이러스 면역 항체를 보유한 인류의 해답이라 여긴 ‘아론’ 무리는 <br/>그녀를 이용해 새로운 세상을 열겠다는 목표 아래 그 뒤를 쫓는다.  <br/><br/>은신처를 찾아 ‘벤’에게 온 ‘사라’를 지키기 위해<br/>그는 자신의 무기와 FBI 기술을 총동원해 그들을 포위한 ‘아론’에 맞서 대적하는데…,,,,,,,,,,,
215791,서울괴담 : 네이버 영화,공포,15세 관람가, 2022.04.27,4.28,593,김도윤,봉재현,서지수,어두운 터널을 홀로 지날 때의 두려움<br/>옆집에서 들려오는 의문의 소리<br/>중고 가구에 얽힌 미스터리<br/>다른 사람을 향한 그릇된 질투<br/><br/>복수, 저주, 욕망에서 시작된 죽음보다 더한 공포의 실체가 찾아온다!,,,,,,,,,,,
209785,성덕 : 네이버 영화,다큐멘터리,블랙코미디,,2022,,,,TV 예능프로그램에 아이돌 가수의 ′덕후′로 출연한 십대 소녀는 자신을 ′성덕′(성공한 덕후)이라 자처했다. 같은 프로그램에 그의 스타가 출연했기 때문이다. 몇 년 뒤 그의 스타는 성관계 장면 불법 촬영 및 유포, 집단 성폭행 혐의로 구속되었다. 졸지에 범죄자-스타의 팬이 된 성덕은 분노인지 슬픔인지, 여하튼 혼란스러운 감정 속에 범죄자가 된 스타의 팬들을 만나보기로 한다.<br/><br/>[제26회 부산국제영화제],,,,,,,,,,,,
204159,성적표의 김민영 : 네이버 영화,드라마,,2022,,,김주아,윤서영,기숙사 생활을 하며 ‘삼행시 클럽’을 만들어<br/>고등학교 생활을 함께 한 정희, 민영, 수산나.<br/><br/>영원할 것 같았던 그들의 우정도<br/>졸업과 동시에 각자 다른 생활 속에서 점차 관계가 소원해진다.<br/>서울에서 대학을 다니는 민영은 어느 날 정희를 집에 초대하고,<br/>정희는 고등학교 시절 함께 하기로 약속한 리스트를 떠올리며<br/>들뜬 마음으로 민영의 집을 방문하지만,<br/><br/>민영이는 그날 뜬 학점의 정정 메일을 보내느라<br/>그런 정희가 안중에도 없는데…,,,,,,,,,,
213750,세라비: 다섯 번의 기적 : 네이버 영화,코미디,드라마,멜로/로맨스,15세 관람가, 2022.02.23,7.4,10,레아 드루케,조시앙 발라스코,니콜라스 모리,나라의 명예가 걸린 위성 발사를 앞둔 만삭의 CEO,<br/>아내의 곁을 지키기 위해 800킬로미터를 달려가는 남편,<br/>데이팅 앱에서 만난 남자의 아이를 혼자서 낳으려는 미혼모,<br/>출산 당일 아버지의 갑작스런 죽음 소식을 들은 남자,<br/>아이를 갖고 가정을 이루려는 동성 커플까지!<br/><br/>정신 없이 유쾌하고<br/>눈물 쏙 빠지게 행복한<br/>미라클 D-day!<br/><br/>믿어보세요, 당신의 힘을 그리고 인생을!,,,,,,
215455,세븐틴 파워 오브 러브 : 더 무비 : 네이버 영화,다큐멘터리,전체 관람가, 2022.04.20,9.48,126,,2021년 열린 온라인 콘서트 ‘POWER OF LOVE’의 감동이<br/>스크린으로 다시 펼쳐진다!<br/><br/>5연속 밀리언셀러, 빌보드 200 2주 연속 차트인, 오리콘 차트 정상을 꿰차며<br/>매번 새로운 역사를 써 내려가는 글로벌 아티스트 SEVENTEEN의 첫 번째 영화!<br/>풍성한 퍼포먼스부터, 13인 멤버들의 속마음 인터뷰,<br/>과거와 현재 그리고 캐럿과 함께 그려나갈 미래를 담은 다채로운 코멘터리까지 전부 담았다!<br/><br/>세상의 모든 사랑을 담아 캐럿에게 보내는 SEVENTEEN의 무비 러브레터!,,,,,,,,,,,
215451,섹스 스캔들 : 네이버 영화,드라마,멜로/로맨스,청소년 관람불가, 2022.03.17,,,줄리오 베루티,파울리나 갈라즈카,카타르지나 피구라,에미는 자신의 꿈을 위해 기회가 있을 때마다 주저 없이 돌진하는 야심찬 여자다.<br/>그렇게 은밀한 세계에서 전문적인 에스코트가 된 에미.<br/>어느 날, 중동의 어느 잘생긴 부자의 초대를 받아 에미는 미스 폴란드, 섹시 스타 및 모델을 모아<br/>화려한 파티에 참석한다. 아름다운 여성들과 잘생긴 남성들, 그들만의 호화로움과 사치 속에서<br/>도발적인 스캔들이 벌어진다.,,,,,,,,,
154156,셀링 이소벨 : 네이버 영화,범죄,스릴러,청소년 관람불가, 2022.06.01,,,프리다 패럴,가브리엘 오즈,매튜 마스든,가족과 함께 평범하고 행복한 생활을 보내던 필라테스 강사 ‘이소벨’<br/>평소처럼 카페에서 휴식을 취하던 중 파격적인 조건의 모델 제의를 받는다.<br/>낯선 사람의 파격적인 조건이라 의심은 되었지만<br/>거절하기엔 너무 좋은 조건이라 카메라 테스트를 받으러 약속된 장소<br/>407호에 들어가게 되는데..,,,,,,,,,,,,
213508,셧 인 : 네이버 영화,스릴러,15세 관람가, 2022.05.26,6.64,11,,죽은 할머니의 오래된 집을 정리하고 떠나려던 '제시카' 앞에<br/>불청객인 마약 중독자 전 남편과 그의 친구 ‘새미’가 들이닥친다.<br/><br/>마약에 취해 과격해 진 남편은<br/>2평 남짓한 창고 안에 그녀를 가둬버리고<br/>떠난 줄 알았던 범죄자 '새미'까지 다시 돌아와<br/>그녀의 유일한 희망인 아이들을 위협하기 시작하는데…<br/><br/>감금 72시간 째,<br/>아이들을 지키고 싶다면<br/>무슨 수를 쓰더라도<br/>실패없이 탈출해야 한다!,,,,,,,,,,,,,,
214564,셰터드 : 네이버 영화,스릴러,범죄,청소년 관람불가, 2022.02.24,,,카메론 모나한,릴리 크루그,프랭크 그릴로,외딴 집에 사는 부유한 그는 완벽한 미모와 섹시한<br/>그녀를 만나고 격정적인 밤을 보낸다.<br/>다친 그를 간호해주는 그녀에게 점점 빠져들고<br/>어느새 그는 모든 정보와 재산을 하나씩 빼앗긴다.<br/>자신의 집에 감금된 것을 깨달았을 때,<br/>이미 가족까지 인질이 되었는데…<br/><br/>그녀에게 물렸다!<br/>절대 벗어날 수 없다.,,,,,,,,,,,
208841,소리없는 추격자 : 네이버 영화,미스터리,멜로/로맨스,범죄,청소년 관람불가, 2022.06.16,,,레오노르 와틀링,미구엘 앙겔 실베스트르,장래가 촉망되는 판사인 에바는 수년 동안 자신의 직업에만 전념했다. 정의를 굳게 믿으며 어디에서 왔든 양보하려 하지 않는다. 어느 날 스트리퍼의 살인 사건이 일어나고 그녀는 사건의 목격자, 피해자의 남자친구, 로코, 기꺼이 도와주려는 다정하고 다정한 지골로와 만나 단서를 얻으려 한다. 이로인해 에바는 자신의 신원에 대한 몇 가지 단서를 제공해야 하지만 꽁꽁 숨겨진 에바의 비밀은 아무도 알지 못하는데...,,,,,,,,,
194197,소방관 : 네이버 영화,드라마,,2022,,,곽도원,주원,유재명,2001년 홍제동 화재 사건을 바탕으로, 누구보다 용감했던 소방관들의 이야기를 다룬 휴먼 실화극,,,,,,,,,,,,
212159,소설가의 영화 : 네이버 영화,드라마,12세 관람가, 2022.04.21,7.98,184,이혜영,김민희,여소설가가 잠적한 후배의 책방으로 먼 길을 찾아옵니다.<br/>그리고 혼자 타워를 오르고 영화감독 부부를 만나고 공원을 산책하다 여배우를 만나게 되고,<br/>여배우에게 당신과 영화를 만들고 싶다 설득을 합니다.<br/>둘이 분식집에서 뭘 먹고, 다시 찾게 되는 후배의 책방에서 술자리가 깊어지고<br/>여배우는 취해 잠이 드는데…,,,,,,,,,,,,
209727,소피의 세계 : 네이버 영화,드라마,12세 관람가, 2022.03.03,6.98,42,김새벽,곽민규,아나 루지에로,우연히 여행 블로그 속에서 자신의 사진을 발견한 수영.<br/>그곳에는 2년 전 만난 여행자 소피가 한국에서 머문 나흘의 기록이 있다.<br/>수영은 소피의 일기를 통해 최악의 시기를 버티던 남편 종구와의 일상을 새롭게 바라본다.<br/>그때는 알 수 없었던 감정과 사실이 이해될, 것도 같다.<br/><br/>소피가 써 내려간 세계 속에서<br/>다투고 울고 웃었던 우리는 어떤 마음을 남겼을까?<br/><br/>2022년 봄에서 2020년 가을로,<br/>서로의 안부를 묻는 일상으로의 여행이 시작된다!,,,,,,,,,,,
212095,수퍼 소닉2 : 네이버 영화,애니메이션,액션,모험,코미디,가족,판타지,SF,전체 관람가, 2022.04.06,8.26,661,제임스 마스던,짐 캐리,벤 슈와츠,도시의 악당들을 물리치며 바쁘게 지구를 지키고 있는 초특급 히어로 ‘소닉’.<br/>버섯 행성으로 쫓겨나 ‘소닉’에게 복수를 계획하던 천재 악당 ‘로보트닉’은 엄청난 힘을 지닌 신비의 에메랄드를 차지해 세상을 지배할 야망을 꿈꾸며 지구로 돌아온다! 최강 파워로 업그레이드된 ‘로보트닉’과 강력한 펀치 파워 ‘너클즈’의 공격에 속수무책으로 당하던 ‘소닉’은 하늘을 나는 꼬리를 가진 귀여운 파트너 ‘테일즈’의 도움으로 위기를 모면하게 되는데…<br/><br/>초특급 히어로 소닉과 테일즈 VS 너클즈와 천재 악당 로보트닉<br/>새로운 질서로 세계를 정복하려는 최강 빌런에 맞선 거대한 대결이 시작된다,,,,,,,
212872,수호무적 : 네이버 영화,액션,15세 관람가, 2022.01.13,,,,명나라 가정제 32년, 왜구가 동남 연해 지역에 쳐들어오고,<br/>이를 대적하기 위해 명나라의 병장국은 신식 무기 ‘비몽포’를 제작하기로 한다.<br/>병장국에 책임자로 임명된 ‘노기’는 3년의 노고 끝에 ‘비몽포’를 완성하지만,<br/>혼란한 상황 속에서 자신의 가족은 물론 동료까지 무참히 살해되고 만다.<br/>가까스로 목숨을 부지한 ‘노기’는 가족과 동료들을 죽인 왜구에게<br/>자비 없는 피의 복수를 시작하게 되는데…,,,,,,,,,,,,
210265,스크림 : 네이버 영화,공포,미스터리,스릴러,청소년 관람불가, 2022.02.17,7.03,125,멜리사 바레사,제나 오르테가,잭 퀘이드,잔혹한 살인 사건으로 우즈보로 마을이 충격에 휩싸인 지 25년이 지난 후,<br/>고스트 페이스를 한 새로운 살인마가 다시 십대들을 노리면서<br/>마을의 어두운 비밀이 다시 수면 위로 떠오르는데...,,,,,,,,,,
189137,스텔라 : 네이버 영화,코미디,드라마,15세 관람가, 2022.04.06,5.84,1,15,손호준,이규형,허성태,막다른 인생 제대로 한 번 달려본 적 없는 차량담보업계 에이스 ‘영배’(손호준). 보스 ‘서사장’(허성태)이 하룻밤 맡긴 슈퍼카가 절친 ‘동식’(이규형)과 함께 감쪽같이 사라지고 영배는 범인으로 몰려 서사장 일당에게 쫓기기 시작한다. 믿을 사람 하나 없고, 도망칠 곳도 없는 그의 앞에 나타난 건 바로 1987년식 오래된 자동차 ‘스텔라’.<br/><br/>최대 시속 50km, 남은 시간은 3시간…<br/>유일한 희망인 스텔라와 함께 보스의 슈퍼카를 반드시 찾아야만 한다!,,,,,,,,,
207921,스펜서 : 네이버 영화,드라마,12세 관람가, 2022.03.16,7.72,899,크리스틴 스튜어트,왕비가 되지 않고 자신의 이름을 찾기로 결심한 다이애나 왕세자비의 새로운 이야기,,,,,,,,,,,,,,,
194842,스프링 블라썸 : 네이버 영화,드라마,12세 관람가, 2022.05.04,7.14,22,수잔 랭동,아르노 발로아,“이번에 맞이한 봄은 어딘가 달라요”<br/><br/>반복되는 일상에 싫증이 난 수잔은<br/>극장 앞에서 연극배우 라파엘을 만난다<br/>함께 음악을 듣고 산책을 하며<br/>조금씩 가까워지는 두 사람<br/><br/>모든 것이 따분했던 수잔에게<br/>설렘과 함께 첫 번째 봄이 찾아오기 시작했다,,,,,,,,,,,,,,
209007,스피드 : 레이스 1 : 네이버 영화,액션,12세 관람가, 2022.01.20,7.75,8,쿤링,주걸륜,범일신,레이싱 게임 세계 랭킹 1위, 잭<br/>게임 안에서는 누구보다 전략적이고 빠르지만,<br/>현실에서는 단 한 번도 도로 위에서 멋지게 달려본 적이 없다. <br/><br/>리그 최초 여성 프로레이서, 릴리<br/>한때 전설이었던 팀 라이온스의 부활을 꿈꾸지만, <br/>무리한 경기를 펼치다 부상을 당하고 만다. <br/><br/>자신을 대신할 레이서를 찾던 릴리는 잭을 팀에 영입하고 <br/>잭은 실제 레이싱 경기에서도 실력을 발휘하기 위해 훈련을 이어가지만, <br/>팀은 분열되고 경쟁팀의 견제도 점점 심해지는데…,,,,,,,,
200762,승부 : 네이버 영화,드라마,,2022,,,이병헌,유아인,스승과 제자이자, 라이벌이었던 한국 바둑의 두 전설인 조훈현(이병헌)과 이창호(유아인)의 피할 수 없는 승부를 그린 영화,,,,,,,,,,,,,
208558,시라노 : 네이버 영화,멜로/로맨스,뮤지컬,드라마,12세 관람가, 2022.02.23,7.79,333,피터 딘클리지,헤일리 베넷,켈빈 해리슨 주니어,사랑을 대신 써주는 남자 시라노!<br/>여기, 10명의 남자와 싸울 용기는 있지만 평생을 사랑해 온 한 여자에게 고백할 용기만큼은 없는 작은 시인이 있다.<br/>그가 사랑한 여자는 바로...<br/><br/>진실된 사랑을 찾는 여자 록산!<br/>"아이들은 사랑이 필요하고, 어른들은 돈이 필요해."라고 말하는 시대. 하지만, 록산은 진짜 사랑을 원한다.<br/>그런 그녀 앞에 눈부신 남자 크리스티앙이 나타나고, 두 사람은 첫 눈에 반하고 마는데…<br/><br/>사랑의 시를 빌려 쓴 남자 크리스티앙!<br/>록산을 향한 뜨거운 마음을 표현할 줄 모르는 그는 시라노가 대신 써준 편지로 그녀에게 마음을 전하기 시작한다.<br/><br/>지금부터, 엇갈린 사랑의 노래로 전하는 화려하고 아름다운 로맨스가 펼쳐진다!,,,,,,
196991,시크릿 카운터 : 네이버 영화,,15세 관람가, 2022.02.17,7.22,18,나카무라 토모야,이시바시 시즈카,타치바나 에리,돈이 없나요? 갈 곳이 없나요? 살아갈 의지를 잃었나요?<br/>우리 마을로 오세요! 모두를 환영합니다~<br/>힘들게 일하지 않아도 의식주 평생 보장!<br/>들어오는 것도, 나가는 것도 당신의 자유예요<br/>하지만 깨닫게 될 겁니다. 이곳을 떠날 필요가 없다는 걸!,,,,,,,,,,,,
213558,신데렐라 : 네이버 영화,,전체 관람가, 2022.04.05,,,,의붓어머니의 구박 속에서 살던 신데렐라가 요정의 마법으로 궁중 무도회에 참가하여 왕자를 만나는 내용의 <신데렐라> 이야기를 다룬 오페라 실황물,,,,,,,,,,,,,,,
151748,신들의 분노 : 네이버 영화,액션,15세 관람가, 2022.01.20,,,조쉬 하트넷,존 말코비치,샬롯 램플링,세계 최고의 부호 ‘타우로스’(존 말코비치)는 더 큰 부를 축적하기 위해<br/>고대신들이 잠들어 있는 성지 ‘신들의 계곡’을 훼손하는 개발 계획을 세운다.<br/>한편 ‘타우로스’의 전기 소설을 집필하는 작가 ‘에카스’(조쉬 하트넷)는<br/>'타우로스'의 대저택에서 벌어지는 수상한 사건들을 목격하고 그를 쫓는다.<br/>부를 넘어 모든 것을 가지려 기행을 일삼던 ‘타우로스’는 끝내 신들의 영역을 침범하고,<br/>이를 막으려는 ‘에카스’의 노력이 무색하게 고대신들이 깨어나는 상상초월의 대재앙이 시작되는데…<br/><br/>신을 거역한 순간, 인류의 모든 것이 무너진다!,,,,,,,,,,,
164122,신비한 동물들과 덤블도어의 비밀 : 네이버 영화,판타지,모험,가족,12세 관람가, 2022.04.13,6.52,3,138,에디 레드메인,주드 로,매즈 미켈슨,1930년대, 제2차 세계대전에 마법사들이 개입하게 되면서<br/>강력한 어둠의 마법사 그린델왈드의 힘이 급속도로 커진다.<br/>덤블도어는 뉴트 스캐맨더에게 위대한 마법사 가문 후손,<br/>마법학교의 유능한 교사, 머글 등으로 이루어진 팀에게 임무를 맡긴다.<br/>이에 뉴트와 친구들은 머글과의 전쟁을 선포한<br/>그린델왈드와 추종자들, 그의 위험한 신비한 동물들에 맞서 세상을 구할 거대한 전쟁에 나선다.<br/>한편 전쟁의 위기가 최고조로 달한 상황 속에서 덤블도어는<br/>더 이상 방관자로 머물 수 없는 순간을 맞이하고, 서서히 숨겨진 비밀이 드러나는데…,,,,,
210031,실종 : 네이버 영화,스릴러,청소년 관람불가, 2022.06.15,,,사토 지로,이토 아오이,시미즈 히로야,수배 중인 연쇄살인마를 목격한 후 포상금을 탈 생각에 들떠있던 아빠 ‘사토시’<br/>어느 날, 아무런 흔적도 없이 사라져버린다.<br/>딸 ‘카에데’는 유일한 가족인 아빠를 찾아 나서고,<br/>아빠의 일터에서 아빠의 이름을 쓰고 있는 한 남자를 발견한다.<br/>그리고 그가 바로 아빠가 사라지기 전 목격한<br/>연쇄살인마라는 사실을 알게 되고 그를 쫓기 시작하는데…,,,,,,,,,,,
199004,썸머 필름을 타고! : 네이버 영화,멜로/로맨스,SF,전체 관람가,2022.07,,,이토 마리카,카네코 다이치,이노리 키라라,시대극 찐팬으로 영화 감독을 꿈꾸는 고교생 ‘맨발’.<br/>영화 동아리에서 자신이 기획한 <무사의 청춘>이 탈락되자<br/>직접 영화를 만들기 위해 절친 ‘킥보드’, ‘블루 하와이’와 드림팀을 결성한다.<br/>우연히 극장에서 만난 미래에서 온 의문의 소년 ‘린타로’를 주인공으로 전격 캐스팅한 ‘맨발’은 <br/>꿈에 그리던 촬영을 시작하지만 예상치 못한 문제가 터지는데…<br/>영화도, 꿈도, 사랑도 Ready Action!<br/>최고의 청춘+로맨스x시대극÷SF 걸작이 온다!,,,,,,,,,
213601,쏴!쏴!쏴!쏴!탕 : 네이버 영화,뮤지컬,드라마,12세 관람가, 2022.05.18,,,백서빈,김설희,김범석,80년 5월 광주를 서로 다른 위치에서 겪었던 세 인물이 9년 후 우연히 한 곳에서 만나 함께 살아가고 있다. 두 남자는 공사판에서 일하고 있고, 한 여자는 함바집에서 일하고 있다. 각자 상처와 악몽에서 벗어나지 못한 채 살아가고 있던 세 인물들이, 어느 날 뚜렷하게 되살아난 9년 전의 기억과 정면으로 마주하게 된다.,,,,,,,,,,
198501,쓰리: 아직 끝나지 않았다 : 네이버 영화,드라마,범죄,스릴러,15세 관람가, 2022.04.21,6.82,28,이고르 사보치킨,사말 예슬라모바,아스카르 일리아소브,1979년 소비에이트연방 카자흐스탄.<br/>최고의 수사팀에 합류하게 된 패기 넘치는 신입 수사관 '셰르'는<br/>마을을 뒤흔든 연쇄 살인마의 뒤를 쫓는다.<br/><br/>살인마와의 교묘한 심리전 속에 사건의 실마리가 점점 드러나고<br/>새로운 사건의 혼란한 틈에 <br/>‘셰르’의 누나 ‘디나’가 갑자기 사라지게 되는데…<br/><br/>기록될 수 없었던 어느 살인 사건의 실화!,,,,,,,,,,,
187320,씽2게더 : 네이버 영화,애니메이션,전체 관람가, 2022.01.05,9.39,2,665,매튜 맥커너히,리즈 위더스푼,스칼릿 조핸슨,대국민 오디션 이후 각자의 자리에서 꿈을 이루고 있는 버스터 문(매튜 맥커너히)과 크루들에게<br/>레드 쇼어 시티에서 전 세계가 주목하는 사상 최고의 쇼가 펼쳐진다는 소식이 들려오고<br/>버스터 문과 크루들은 도전에 나선다.<br/><br/>그러나 최고의 스테이지에 서기 위한 경쟁은 이전과는 비교도 할 수 없을 만큼 치열하고,<br/>버스터 문은 완벽한 라이브를 위해 종적을 감춘 레전드 뮤지션 클레이(보노)를 캐스팅하겠다는 파격 선언을 하는데!,,,,,,,,,,,
207766,아가페 : 분노와 사랑 : 네이버 영화,드라마,, 2022.09.24,,,류진석,2004년 미국 이라크 전쟁 중, 복음 선교하러 이라크 팔루자 현지에서 체포<br/>억류되었다가 구사일생 다섯 번 생환되었던 선교사 목사의 놀라운 구세주 실화!,,,,,,,,,,,,,,
196586,아망떼 : 네이버 영화,멜로/로맨스,스릴러,15세 관람가, 2022.03.17,8,31,스테이시 마틴,피에르 니네이,브느와 마지멜,파리<br/>열정적인 사랑으로 하루하루를 보내던 행복한 연인 리사와 시몬.<br/>시몬의 부주의로 벌어진 사고에 함께 도피를 계획하지만, 시몬이 약속 장소에 나타나지 않아 둘은 헤어지게 된다.<br/><br/>인도양<br/>3년 후, 남편 레들러와 떠난 여행지에서 우연히 리조트 직원으로 일하고 있는 시몬을 만난 리사는 걷잡을 수 없는 감정의 소용돌이에 휘청거리고.<br/><br/>제네바<br/>리사의 주변을 맴도는 시몬의 정체를 알고도 침착함을 잃지 않는 레들러.<br/>레들러를 떠나지도, 시몬을 버리지도 못하는 리사에게 시몬은 위험한 계획을 제안하는데...<br/><br/>각자의 방식으로 사랑하는 세 사람의 운명은 과연?!,,,,,,,,,
213564,아메리칸 저스티스 : 네이버 영화,액션,스릴러,15세 관람가, 2022.04.07,,,브루스 윌리스,티모시 V. 머피,과거 NYPD 장교 출신이었으나 현재는 한 마을의 보안관으로 일하는 벤(브루스 윌리스).<br/>어느 날, 마을의 중요한 인물인 의사가 인질로 잡히고 인질범들은 벤과 협상을 시도한다.<br/>그들이 원하는 건 돈이 아니었다. 그들은 어느 여자의 풀리지 않은 실종사건을 해결하라는데…,,,,,,,,,,,,
74977,아바타: 물의 길 : 네이버 영화,액션,모험,판타지,SF,,2022.12,,,조 샐다나,샘 워싱턴,시고니 위버,,,,,,,,,,,
201810,아부쟁이 : 네이버 영화,액션,코미디,드라마,15세 관람가, 2022.06.16,,,류의현,김지민,강유석,일진 생활 6년, 오늘부턴 아부만이 살 길!<br/><br/>고3 평균 연령 26.5세<br/>전국구 형님들이 졸업장을 위해 모여드는 풍랑고.<br/>의기양양하게 등교한 전직 일진 전학생 ‘박건’은<br/>레벨이 다른 약육강식의 현실에 무릎 꿇고<br/>큰 형님 ‘태산’을 보필하는 ‘아부쟁이’가 되기로 결심하는데…<br/><br/>약.육.강.식 먹이사슬 최하위!<br/>약자 오브 약자의 극한 생존기가 시작된다,,,,,,,,,,
208914,아웃브레이크 호텔 : 네이버 영화,스릴러,15세 관람가, 2022.02.17,,,카롤리나 바르체,줄리안 리칭즈,샤쿠 유미코,어느 호텔에서 의문의 바이러스가 퍼진다. <br/>감염자들은 포악하고 흉측하게 변하면서 <br/>결국은 고통스럽게 사망하는 절망적인 공간에서, <br/>주인공 발은 전염된 남편과 주민들을 피해 <br/>딸과 함께 처절한 탈출을 시작한다.,,,,,,,,,,,,
193604,아이 스틸 빌리브 : 네이버 영화,드라마,멜로/로맨스,전체 관람가, 2022.01.19,8,23,브릿 로버트슨,K.J. 아파,가수를 꿈꾸는 대학생 ‘제레미’는<br/>우연히 공연장에서 ‘멜리사’에게 첫눈에 반한다.<br/><br/>운명 같은 사랑도 잠시,<br/>‘멜리사’의 암이 발병하면서<br/><br/>그들에겐 시간이 얼마 남지 않음을 알게 되고,<br/>‘제레미’는 그녀를 위해 기적을 노래하기로 하는데…<br/><br/>전 세계를 울린 기적의 노래가 시작된다!,,,,,,,,,,,
208976,아이돌레시피 : 네이버 영화,코미디,15세 관람가, 2022.03.17,5.39,18,이지훈,배우희,손병호,모든 열정이 식어버린 ‘15년차 아이돌 매니저’ 배재성.<br/>우연히 찾아온 꿈 같은 기회와 현금 10억을<br/>단 하룻밤 사이에 날린다.<br/><br/>대신, 분신 같은 아이돌 그룹 ‘벨라’를 지켜내는데!<br/>여기서 문제 한 가지.<br/>지난 밤의 활약이 전혀 기억나지 않는다는 것!<br/><br/>이 기가 막힌 상황,<br/>재성은 사라진 기억과 돈을 쫓아<br/>어젯밤을 되짚기 시작하는데…<br/><br/>K-POP 아이돌을 만드는 꿈의 레시피가 지금 공개된다!,,,,,,,,,,,
212518,아이스 데몬 : 네이버 영화,공포,스릴러,15세 관람가, 2022.01.06,,,,재혼으로 새 가정을 이룬 크슈샤의 아버지가 <br/>거의 동사 직전의 빈사상태로 발견된다. 가족은 이로 인해 혼란에 빠지고 <br/>크슈샤의 엄마는 광적으로 식물인간인 전남편에게 집착한다. <br/>더구나 주변 사람들이 처참한 죽음을 맞이하기 시작한다.  <br/>얼음의 악령들이 새로운 몸을 찾아 살인을 시작한다.,,,,,,,,,,,,,,
207202,아치의 노래, 정태춘 : 네이버 영화,다큐멘터리,전체 관람가, 2022.05.18,9.44,115,정태춘,박은옥,10대 가수상, 가요 사전심의 철폐운동<br/>그리고 음악시장을 홀연히 떠나기까지<br/><br/>어디서도 들어보지 못한 노랫말과<br/>서정적인 음율로 시대와 함께한 뮤지션<br/><br/>데뷔 40주년, 우리가 몰랐던<br/>정태춘의 음악과 삶을 만나다!,,,,,,,,,,,
203461,안녕하세요 : 네이버 영화,드라마,12세 관람가, 2022.05.25,8.81,115,김환희,유선,이순재,외로운 세상 속에서 죽음을 결심한 열아홉 수미(김환희).<br/>‘죽는 법’을 알려주겠다는 수간호사 서진(유선)의 제안에 따라<br/>늘봄 호스피스 병동을 찾아간다.<br/><br/>이 사람들이 곧 죽을 사람들이라고?!<br/>예상치 못한 유쾌함과 따뜻함이 수미를 반기고,<br/>하루하루를 소중히 살아가는 그들에게 점차 스며들며<br/>세상의 온기를 배워가기 시작하는데…<br/><br/>‘힐링 메이트’들이 전하는<br/>눈부시게 찬란한 위로!<br/><br/>“안녕하세요”,,,,,,,,,,,,
196763,안테벨룸 : 네이버 영화,미스터리,스릴러,15세 관람가, 2022.02.23,7.1,862,자넬 모네,잭 휴스턴,지나 말론,그것이 당신을 지목했고,<br/>아무도 당신을 구할 수 없다.<br/><br/>당신은 선택되었다.,,,,,,,,,,,
212128,애니멀 체인지 : 네이버 영화,애니메이션,판타지,모험,전체 관람가, 2022.02.09,6.17,23,정성원,김용,석승훈,새로 오픈한 테마파크 ‘와일드 랜드’에서는 <br/>팔찌의 버튼만 누르면 <br/>누구나 사자, 독수리, 악어, 호랑이 등 <br/>원하는 동물로 변신해 짜릿한 모험을 즐길 수 있다.   <br/>빅보이와 친구들은 특별 이벤트로 거대한 우승 상금이 걸린 <br/>'애니멀 체인지'의 모험에 참가한다. <br/>하지만 수수께끼 참가자가 등장하면서 <br/>변신한 동물들이 갑자기 사나워지고 <br/>와일드랜드는 위험에 빠지는데...,,,,,,,,
206637,애프터 양 : 네이버 영화,드라마,SF,전체 관람가, 2022.06.01,7.72,162,콜린 파렐,조디 터너 스미스,저스틴 H. 민,함께 살던 안드로이드 인간 ‘양’이 어느 날 작동을 멈추자<br/>제이크 가족은 그를 수리할 방법을 찾는다.<br/>그러던 중, ‘양’에게서 특별한 메모리 뱅크를 발견하고<br/>그의 기억을 탐험하기 시작하는데…<br/><br/>무엇을 남기고 싶었어, 양?,,,,,,,,,,
